TIME,Value,Open,High,Low,Close,Adj Close,Volume
1/2/2020,297.9,296.23999,300.600006,295.190002,300.350006,298.829956,33870100
1/3/2020,298.54,297.149994,300.579987,296.5,297.429993,295.924713,36580700
1/6/2020,296.35,293.790009,299.959991,292.75,299.799988,298.282715,29596800
1/7/2020,299.19,299.839996,300.899994,297.480011,298.390015,296.879883,27218000
1/8/2020,300.8,297.160004,304.440002,297.160004,303.190002,301.655548,33019800
1/9/2020,308.32,307.23999,310.429993,306.200012,309.630005,308.062988,42527100
1/10/2020,310.46,310.600006,312.670013,308.25,310.329987,308.759399,35161200
1/13/2020,314.11,311.640015,317.070007,311.149994,316.959991,315.355865,30383000
1/14/2020,314.87,316.700012,317.570007,312.170013,312.679993,311.097534,40488600
1/15/2020,312.52,311.850006,315.5,309.549988,311.339996,309.764313,30480900
1/16/2020,313.9,313.589996,315.700012,312.089996,315.23999,313.644562,27207300
1/17/2020,316.87,316.269989,318.73999,315,318.730011,317.116943,34454100
1/21/2020,317.51,317.190002,319.019989,316,316.570007,314.967865,27710800
1/22/2020,318.65,318.579987,319.98999,317.309998,317.700012,316.092163,25458100
1/23/2020,317.6,317.920013,319.559998,315.649994,319.230011,317.61441,26118000
1/24/2020,320.42,320.25,323.329987,317.519989,318.309998,316.699036,36634400
1/27/2020,308.32,310.059998,311.769989,304.880005,308.950012,307.386414,40485000
1/28/2020,315.29,312.600006,318.399994,312.190002,317.690002,316.082184,40558500
1/29/2020,324.62,324.450012,327.850006,321.380005,324.339996,322.698517,54057300
1/30/2020,321.42,320.540009,324.089996,318.75,323.869995,322.230896,31685800
1/31/2020,315.49,320.929993,322.679993,308.290009,309.51001,307.943604,49897100
2/3/2020,307.85,304.299988,313.48999,302.220001,308.660004,307.0979,43496400
2/4/2020,316.64,315.309998,319.640015,313.630005,318.850006,317.236298,34154100
2/5/2020,321.86,323.519989,324.76001,318.950012,321.450012,319.823181,29706700
2/6/2020,322.74,322.570007,325.220001,320.26001,325.209991,323.564117,26356400
2/7/2020,320.7,322.369995,323.399994,318,320.029999,319.166016,29421000
2/10/2020,317.7,314.179993,321.549988,313.850006,321.549988,320.681915,27337200
2/11/2020,321.3,323.600006,323.899994,318.709991,319.609985,318.747131,23580800
2/12/2020,324.35,321.470001,327.220001,321.470001,327.200012,326.316681,28432600
2/13/2020,324.79,324.190002,326.220001,323.350006,324.869995,323.99295,23686900
2/14/2020,324.42,324.73999,325.980011,322.850006,324.950012,324.072754,20028400
2/18/2020,317.18,315.359985,319.75,314.609985,319,318.138794,38132800
2/19/2020,322.29,320,324.570007,320,323.619995,322.746338,23496000
2/20/2020,321.43,322.630005,324.649994,318.209991,320.299988,319.435272,25141500
2/21/2020,315.48,318.619995,320.450012,310.5,313.049988,312.204865,32388500
2/24/2020,296.71,297.26001,304.179993,289.230011,298.179993,297.375,55548800
2/25/2020,294.33,300.950012,302.529999,286.130005,288.079987,287.302277,57668400
2/26/2020,292.19,286.529999,297.880005,286.5,292.649994,291.859924,49513700
2/27/2020,279.48,281.100006,286,272.959991,273.519989,272.781586,80151400
2/28/2020,267.39,257.26001,278.410004,256.369995,273.359985,272.622009,106721200
3/2/2020,289.58,282.279999,301.440002,277.720001,298.809998,298.003296,85349300
3/3/2020,294.9,303.670013,304,285.799988,289.320007,288.53894,79868900
3/4/2020,298.26,296.440002,303.399994,293.130005,302.73999,301.922699,54794600
3/5/2020,295.48,295.519989,299.549988,291.410004,292.920013,292.129211,46893200
3/6/2020,286.03,282,290.820007,281.230011,289.029999,288.249725,56544200
3/9/2020,270.54,263.75,278.089996,263,266.170013,265.451447,71686200
3/10/2020,277.9,277.140015,286.440002,269.369995,285.339996,284.569672,71322500
3/11/2020,276.54,277.390015,281.220001,271.859985,275.429993,274.686432,63899700
3/12/2020,259,255.940002,270,248,248.229996,247.55986,104618500
3/13/2020,266.44,264.890015,279.920013,252.949997,277.970001,277.219574,92683000
3/16/2020,249.54,241.949997,259.079987,240,242.210007,241.556122,80605900
3/17/2020,248,247.509995,257.609985,238.399994,252.860001,252.177368,81014000
3/18/2020,243.56,239.770004,250,237.119995,246.669998,246.004074,75058400
3/19/2020,247.72,247.389999,252.839996,242.610001,244.779999,244.119171,67964300
3/20/2020,239.92,247.179993,251.830002,228,229.240005,228.62114,100423300
3/23/2020,220.56,228.080002,228.5,212.610001,224.369995,223.764267,84188200
3/24/2020,241,236.360001,247.690002,234.300003,246.880005,246.213516,71882800
3/25/2020,251.28,250.75,258.25,244.300003,245.520004,244.857178,75900500
3/26/2020,252.52,246.520004,258.679993,246.360001,258.440002,257.74231,63021800
3/27/2020,251.46,252.75,255.869995,247.050003,247.740005,247.071182,51054200
3/30/2020,252.46,250.740005,255.520004,249.399994,254.809998,254.122101,41994100
3/31/2020,257.24,255.600006,262.48999,252,254.289993,253.6035,49250500
4/1/2020,243.93,246.5,248.720001,239.130005,240.910004,240.259628,44054600
4/2/2020,241.02,240.339996,245.149994,236.899994,244.929993,244.268768,41483500
4/3/2020,242.33,242.800003,245.699997,238.970001,241.410004,240.75827,32470000
4/6/2020,256.24,250.899994,263.109985,249.380005,262.470001,261.761414,50455100
4/7/2020,265.35,270.799988,271.700012,259,259.429993,258.729614,50721800
4/8/2020,264.3,262.73999,267.369995,261.230011,266.070007,265.351715,42223800
4/9/2020,267.39,268.700012,270.070007,264.700012,267.98999,267.26651,40529100
4/13/2020,269.76,268.309998,273.700012,265.829987,273.25,272.512329,32755700
4/14/2020,283.15,280,288.25,278.049988,287.049988,286.275055,48748700
4/15/2020,283.48,282.399994,286.329987,280.630005,284.429993,283.66214,32788600
4/16/2020,285.28,287.380005,288.200012,282.350006,286.690002,285.916046,39281300
4/17/2020,281.9,284.690002,286.950012,276.859985,282.799988,282.03653,53812500
4/20/2020,279.26,277.950012,281.679993,276.850006,276.929993,276.182373,32503800
4/21/2020,271.34,276.279999,277.25,265.429993,268.369995,267.645477,45247900
4/22/2020,275.05,273.609985,277.899994,272.200012,276.100006,275.354614,29264300
4/23/2020,278.31,275.869995,281.75,274.869995,275.029999,274.287506,31203600
4/24/2020,280.01,277.200012,283.01001,277,282.970001,282.206085,31627200
4/27/2020,282.25,281.799988,284.540009,279.950012,283.170013,282.405548,29271900
4/28/2020,282.01,285.079987,285.829987,278.200012,278.579987,277.827911,28001200
4/29/2020,286.78,284.730011,289.670013,283.890015,287.730011,286.953247,34320200
4/30/2020,291.44,289.959991,294.529999,288.350006,293.799988,293.006836,45766000
5/1/2020,292.43,286.25,299,285.850006,289.070007,288.289612,60154200
5/4/2020,290.01,289.170013,293.690002,286.320007,293.160004,292.368561,33392000
5/5/2020,297.73,295.059998,301,294.459991,297.559998,296.756683,36937800
5/6/2020,301.05,300.459991,303.23999,298.869995,300.630005,299.81839,35583400
5/7/2020,303.57,303.220001,305.170013,301.970001,303.73999,302.919983,28803800
5/8/2020,307.32,305.640015,310.350006,304.290009,310.130005,310.130005,33512000
5/11/2020,312.14,308.100006,317.049988,307.23999,315.01001,315.01001,36405900
5/12/2020,315.3,317.829987,319.690002,310.910004,311.410004,311.410004,40575300
5/13/2020,309.58,312.149994,315.950012,303.209991,307.649994,307.649994,50094200
5/14/2020,,,,,,,
